fit_rank,app_id,name,release_date,genres,top_matching_tags,price_cents,price_usd,price_band,review_score,total,owners_range,owners_mid,performance_score,profile_fit_score,priority_score,evidence_tier,in_winner_cohort,in_top50_reference,gamepass_status,gamepass_note,is_top5_pick
476,324080,Rising World,2014-12-03,"Action, Adventure, Early Access, Indie, RPG","Co-op, Multiplayer, Sandbox, Open World Survival Craft, Building, Survival, Base Building, Crafting",1124,11.24,$10-14.99,8,5026,"200,000 - 500,000",350000,-0.5325,73.69,69.12,high,0,0,unverified,,0
485,1062520,Dinkum,2022-07-14,"Early Access, Indie, RPG, Simulation","Co-op, Online Co-Op, Sandbox, Open World, Open World Survival Craft, Building, Crafting, Farming Sim",1999,19.99,$15-19.99,8,21010,"500,000 - 1,000,000",750000,0.1565,73.54,72.67,high,0,0,unverified,,0
486,955900,Amazing Cultivation Simulator,2020-11-24,,"Sandbox, Open World, Building, Survival, Base Building, Colony Sim, Management, Simulation",1674,16.74,$15-19.99,8,22538,"500,000 - 1,000,000",750000,0.1813,73.53,72.8,high,0,0,unverified,,0
491,317360,Double Action: Boogaloo,2014-10-23,"Action, Free To Play, Indie","Co-op, Online Co-Op, Multiplayer, Open World, Survival, Funny, FPS, First-Person",0,0.0,free,8,11298,"2,000,000 - 5,000,000",3500000,0.3122,73.49,73.46,high,0,0,unverified,,0
496,1324780,Easy Red 2,2022-01-06,"Action, Indie, Simulation, Strategy","Multiplayer, Sandbox, Gore, Team-Based, FPS, First-Person, War, Simulation",899,8.99,$5-9.99,8,5162,"200,000 - 500,000",350000,-0.5231,73.44,69.05,high,0,0,unverified,,0
499,1012790,Into the Radius VR,2020-07-20,"Action, Indie","Open World, Survival, Survival Horror, FPS, First-Person, Simulation, Horror, Tactical",2999,29.99,$20-29.99,8,10286,"500,000 - 1,000,000",750000,-0.0951,73.41,71.28,high,0,0,unverified,,0
522,22100,Mount & Blade,2008-11-03,"Indie, RPG","Multiplayer, Moddable, Sandbox, Open World, Replay Value, First-Person, War, Simulation",999,9.99,$5-9.99,8,6292,"500,000 - 1,000,000",750000,-0.2682,72.96,70.15,high,0,0,unverified,,0
533,215470,Primal Carnage,2012-10-29,"Action, Indie","Co-op, Multiplayer, Open World, Massively Multiplayer, Survival, Team-Based, Funny, FPS",499,4.99,$0.01-4.99,6,5845,"200,000 - 500,000",350000,-1.0474,72.82,65.98,high,0,0,unverified,,0
545,224480,Octodad: Dadliest Catch,2014-01-30,"Action, Adventure, Indie","Co-op, Great Soundtrack, Difficult, Local Co-Op, Funny, Addictive, Local Multiplayer, Simulation",1499,14.99,$10-14.99,8,9822,"500,000 - 1,000,000",750000,-0.1113,72.7,70.84,high,0,0,unverified,,0
553,271240,Offworld Trading Company,2016-04-28,"Indie, Simulation, Strategy","Online Co-Op, Multiplayer, Survival, Base Building, Replay Value, Colony Sim, Management, City Builder",2999,29.99,$20-29.99,6,5490,"200,000 - 500,000",350000,-1.0695,72.63,65.77,high,0,0,unverified,,0
554,268870,Satellite Reign,2015-08-27,"Action, Indie, Strategy","Co-op, Great Soundtrack, Multiplayer, Open World, Tactical, Atmospheric, Strategy, RTS",2999,29.99,$20-29.99,6,5155,"1,000,000 - 2,000,000",1500000,-0.7381,72.63,67.51,high,0,0,unverified,,0
561,268750,Magicite,2014-06-09,"Action, Adventure, Indie, RPG","Co-op, Online Co-Op, Multiplayer, Sandbox, Difficult, Survival, Crafting, Roguelite",499,4.99,$0.01-4.99,8,7553,"500,000 - 1,000,000",750000,-0.2039,72.54,70.28,high,0,0,unverified,,0
572,1944430,Amnesia: The Bunker,2023-06-06,"Action, Adventure, Indie","Sandbox, Open World, Difficult, Survival, Survival Horror, FPS, First-Person, Horror",2499,24.99,$20-29.99,8,7393,"200,000 - 500,000",350000,-0.3966,72.45,69.22,high,0,0,unverified,,0
573,214420,Gear Up,2015-01-28,"Action, Free To Play, Indie","Multiplayer, Sandbox, Open World, Building, Massively Multiplayer, Funny, FPS, War",0,0.0,free,6,8402,"1,000,000 - 2,000,000",1500000,-0.566,72.44,68.32,high,0,0,unverified,,0
579,4920,Natural Selection 2,2012-10-30,"Action, Indie, Strategy","Co-op, Online Co-Op, Multiplayer, Moddable, Team-Based, Competitive, FPS, First-Person",499,4.99,$0.01-4.99,8,13022,"1,000,000 - 2,000,000",1500000,0.1564,72.38,72.09,high,0,0,unverified,,0
585,361300,Mother Russia Bleeds,2016-09-05,"Action, Indie","Co-op, Great Soundtrack, Multiplayer, Difficult, Memes, Local Co-Op, Gore, 4 Player Local",1499,14.99,$10-14.99,8,5059,"200,000 - 500,000",350000,-0.5302,72.29,68.43,high,0,0,unverified,,0
591,480430,Hide and Shriek,2017-10-19,"Action, Free To Play","Co-op, Multiplayer, Memes, Funny, Competitive, First-Person, Horror, Atmospheric",0,0.0,free,8,5152,"500,000 - 1,000,000",750000,-0.3386,72.22,69.41,high,0,0,unverified,,0
600,248570,Toribash,2014-05-16,"Action, Free To Play, Indie, Strategy","Multiplayer, Moddable, Sandbox, Difficult, Gore, Funny, Blood, Simulation",0,0.0,free,8,16585,"2,000,000 - 5,000,000",3500000,0.4475,72.12,73.49,high,0,0,unverified,,0
602,232010,Euro Truck Simulator,2013-03-08,"Indie, Simulation","Online Co-Op, Multiplayer, Moddable, Sandbox, Open World, First-Person, Management, Simulation",499,4.99,$0.01-4.99,8,7047,"1,000,000 - 2,000,000",1500000,-0.0599,72.11,70.82,high,0,0,unverified,,0
606,301520,Robocraft,2017-08-24,"Action, Free To Play, Indie, Massively Multiplayer, RPG, Simulation","Multiplayer, Sandbox, Open World, Building, Massively Multiplayer, Crafting, Funny, Simulation",0,0.0,free,6,118380,"5,000,000 - 10,000,000",7500000,0.757,72.1,75.11,high,0,0,unverified,,0
609,1536610,OpenTTD,2021-04-01,"Casual, Free To Play, Indie, Simulation","Co-op, Online Co-Op, Multiplayer, Moddable, Sandbox, Building, Management, City Builder",0,0.0,free,9,12966,"1,000,000 - 2,000,000",1500000,0.4389,72.07,73.42,high,0,0,unverified,,0
614,1092660,Blair Witch,2019-08-30,"Adventure, Indie","Co-op, Multiplayer, Survival, Survival Horror, First-Person, Horror, Atmospheric, Violent",2999,29.99,$20-29.99,6,6791,"500,000 - 1,000,000",750000,-0.8094,72.02,66.83,high,0,0,unverified,,0
627,1040200,Crime Scene Cleaner,2024-08-14,"Action, Simulation","Great Soundtrack, Gore, Funny, First-Person, Simulation, Atmospheric, Violent, Realistic",1999,19.99,$15-19.99,9,10191,"200,000 - 500,000",350000,0.0005,71.87,71.01,high,0,0,unverified,,0
630,1283220,Devolverland Expo,2020-07-11,"Action, Adventure, Free To Play, Indie","Co-op, Multiplayer, Gore, Funny, FPS, First-Person, Simulation, Short",0,0.0,free,8,5728,"500,000 - 1,000,000",750000,-0.3013,71.84,69.41,high,0,0,unverified,,0
633,324810,TOXIKK™,2016-09-10,"Action, Free To Play, Indie","Co-op, Multiplayer, Open World, Massively Multiplayer, Competitive, FPS, First-Person, Classic",0,0.0,free,6,5712,"500,000 - 1,000,000",750000,-0.8703,71.83,66.42,high,0,0,unverified,,0
634,837470,Untitled Goose Game,2020-09-23,"Action, Indie","Co-op, Multiplayer, Sandbox, Local Co-Op, Funny, Local Multiplayer, Simulation, Comedy",1999,19.99,$15-19.99,9,19805,"1,000,000 - 2,000,000",1500000,0.5882,71.82,74.08,high,0,0,unverified,,0
644,707010,Will To Live Online,2018-04-05,"Action, Early Access, Free To Play, Indie, Massively Multiplayer, RPG","Multiplayer, Open World, Open World Survival Craft, Massively Multiplayer, Survival, Crafting, Gore, FPS",0,0.0,free,6,16974,"100,000 - 200,000",150000,-0.8776,71.73,66.33,high,0,0,unverified,,0
646,528230,SYNTHETIK: Legion Rising,2018-03-15,"Action, Indie","Co-op, Great Soundtrack, Online Co-Op, Multiplayer, Difficult, Tactical, Roguelite, Roguelike",1999,19.99,$15-19.99,8,12494,"500,000 - 1,000,000",750000,-0.0266,71.7,70.79,high,0,0,unverified,,0
648,371970,Barony,2015-06-23,"Action, Adventure, Indie, RPG","Co-op, Online Co-Op, Moddable, Difficult, Local Co-Op, First-Person, 4 Player Local, Split Screen",1999,19.99,$15-19.99,8,8523,"500,000 - 1,000,000",750000,-0.1613,71.65,70.05,high,0,0,unverified,,0
652,17500,Zombie Panic! Source,2008-10-03,"Action, Adventure, Casual, Free To Play, Indie","Co-op, Online Co-Op, Multiplayer, Survival, Gore, Team-Based, Survival Horror, FPS",0,0.0,free,8,7666,"500,000 - 1,000,000",750000,-0.1986,71.6,69.83,high,0,0,unverified,,0
656,310370,The Way of Life Free Edition,2016-05-31,"Free To Play, Indie","Great Soundtrack, Multiplayer, Open World, Survival, Funny, First-Person, Simulation, Short",0,0.0,free,6,6275,"1,000,000 - 2,000,000",1500000,-0.6689,71.52,67.32,high,0,0,unverified,,0
660,248610,Door Kickers,2014-10-20,"Action, Indie, Simulation, Strategy","Co-op, Multiplayer, Moddable, Difficult, Replay Value, Simulation, Tactical, Level Editor",1999,19.99,$15-19.99,8,9679,"500,000 - 1,000,000",750000,-0.1165,71.48,70.2,high,0,0,unverified,,0
675,578620,GORN,2019-07-18,"Action, Indie","Multiplayer, Moddable, Gore, Funny, First-Person, Blood, Local Multiplayer, Horror",1999,19.99,$15-19.99,8,8044,"200,000 - 500,000",350000,-0.3668,71.23,68.76,high,0,0,unverified,,0
676,270150,RUNNING WITH RIFLES,2015-04-02,"Action, Indie","Co-op, Online Co-Op, Multiplayer, Moddable, Sandbox, Open World, Tactical, Military",1499,14.99,$10-14.99,8,15819,"1,000,000 - 2,000,000",1500000,0.225,71.21,71.87,high,0,0,unverified,,0
679,252870,PULSAR: Lost Colony,2021-06-22,"Action, Adventure, Indie, RPG, Simulation","Co-op, Online Co-Op, Multiplayer, Open World, FPS, First-Person, Simulation, Character Customization",1999,19.99,$15-19.99,8,5427,"500,000 - 1,000,000",750000,-0.3203,71.17,68.98,high,0,0,unverified,,0
680,70000,Dino D-Day,2011-04-08,"Action, Indie","Co-op, Multiplayer, Open World, Survival, Gore, Funny, FPS, First-Person",999,9.99,$5-9.99,8,15004,"1,000,000 - 2,000,000",1500000,0.2063,71.16,71.74,high,0,0,unverified,,0
685,209080,Guns of Icarus Online,2012-10-29,"Action, Adventure, Indie, Simulation","Co-op, Online Co-Op, Multiplayer, Massively Multiplayer, Team-Based, Competitive, FPS, First-Person",499,4.99,$0.01-4.99,8,14651,"2,000,000 - 5,000,000",3500000,0.4038,71.12,72.76,high,0,0,unverified,,0
687,283640,Salt and Sanctuary,,"动作, 独立, 角色扮演","Co-op, Difficult, Local Co-Op, Gore, Horror, Atmospheric, Souls-like, Story Rich",1799,17.99,$15-19.99,8,19869,"1,000,000 - 2,000,000",1500000,0.3053,71.12,72.24,high,0,0,unverified,,0
690,365300,Transmissions: Element 120,2016-06-16,"Action, Free To Play, Indie","Co-op, Multiplayer, Open World, Survival, FPS, First-Person, Mod, Short",0,0.0,free,8,9703,"500,000 - 1,000,000",750000,-0.1156,71.08,70.01,high,0,0,unverified,,0
695,218680,Scribblenauts Unlimited,2013-02-15,"Adventure, Casual, Strategy","Multiplayer, Moddable, Sandbox, Open World, Replay Value, Funny, Comedy, Strategy",1999,19.99,$15-19.99,8,11321,"1,000,000 - 2,000,000",1500000,0.1071,71.0,71.14,high,0,0,unverified,,0
705,924140,Hand Simulator: Survival,2019-12-17,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation","Co-op, Multiplayer, Open World, Survival, Crafting, Funny, First-Person, Simulation",149,1.49,$0.01-4.99,8,9958,"200,000 - 500,000",350000,-0.2916,70.9,68.99,high,0,0,unverified,,0
707,581630,Sword With Sauce,2018-03-20,"Action, Casual","Multiplayer, Sandbox, Difficult, Gore, Funny, FPS, First-Person, Blood",299,2.99,$0.01-4.99,8,6132,"200,000 - 500,000",350000,-0.4625,70.89,68.09,high,0,0,unverified,,0
714,248860,NEO Scavenger,,"Indépendant, RPG, Stratégie","Sandbox, Open World, Difficult, Survival, Crafting, Turn-Based, Strategy, Realistic",1499,14.99,$10-14.99,8,5125,"500,000 - 1,000,000",750000,-0.3405,70.82,68.7,high,0,0,unverified,,0
724,302670,Call to Arms,2018-04-27,"Action, Indie, Simulation, Strategy","Co-op, Multiplayer, Sandbox, FPS, First-Person, War, Simulation, Tactical",374,3.74,$0.01-4.99,6,22523,"1,000,000 - 2,000,000",1500000,-0.2186,70.78,69.32,high,0,0,unverified,,0
725,636040,Pixel Worlds: MMO Sandbox,2017-06-08,"Adventure, Free To Play, Indie, Massively Multiplayer","Co-op, Multiplayer, Sandbox, Open World, Building, Massively Multiplayer, Crafting, Funny",0,0.0,free,6,6365,"500,000 - 1,000,000",750000,-0.8322,70.78,66.09,high,0,0,unverified,,0
732,360940,The Mean Greens - Plastic Warfare,2015-12-08,"Action, Indie","Co-op, Great Soundtrack, Online Co-Op, Multiplayer, Funny, FPS, First-Person, Fast-Paced",999,9.99,$5-9.99,8,10078,"500,000 - 1,000,000",750000,-0.1023,70.69,69.88,high,0,0,unverified,,0
737,451340,Gold Mining Simulator,2017-10-13,"Indie, Simulation","Sandbox, Open World, Difficult, Building, Funny, First-Person, Management, Simulation",1999,19.99,$15-19.99,6,14383,"500,000 - 1,000,000",750000,-0.545,70.63,67.53,high,0,0,unverified,,0
740,493490,City Car Driving,2016-11-03,"Indie, Racing, Simulation","Multiplayer, Moddable, Open World, Survival Horror, First-Person, Simulation, Horror, Psychological Horror",2499,24.99,$20-29.99,8,27084,"500,000 - 1,000,000",750000,0.246,70.6,71.67,high,0,0,unverified,,0
754,485610,Soccer Online: Ball 3D,2017-03-31,Sports,"Co-op, Online Co-Op, Multiplayer, Team-Based, Competitive, First-Person, Simulation, Tactical",99,0.99,$0.01-4.99,8,9793,"1,000,000 - 2,000,000",1500000,0.056,70.44,70.59,high,0,0,unverified,,0
757,356040,Sheltered,2016-03-15,"Indie, RPG, Strategy","Open World, Difficult, Building, Survival, Base Building, Crafting, Management, Simulation",1499,14.99,$10-14.99,8,6001,"500,000 - 1,000,000",750000,-0.2849,70.41,68.78,high,0,0,unverified,,0
758,418340,RWBY: Grimm Eclipse,2016-07-05,"Action, Adventure, Indie","Co-op, Great Soundtrack, Online Co-Op, Multiplayer, Team-Based, Hack and Slash, Fighting, Action",1999,19.99,$15-19.99,8,11555,"500,000 - 1,000,000",750000,-0.0541,70.4,69.99,high,0,0,unverified,,0
763,1556790,Isonzo,2022-09-13,"Action, Indie, Massively Multiplayer, Simulation, Strategy","Multiplayer, Massively Multiplayer, Team-Based, FPS, First-Person, War, Simulation, Tactical",1399,13.99,$10-14.99,8,12682,"200,000 - 500,000",350000,-0.2064,70.32,69.15,high,0,0,unverified,,0
764,293760,Automation - The Car Company Tycoon Game,2015-03-12,"Early Access, Indie, Racing, Simulation, Strategy","Moddable, Sandbox, Building, Crafting, Replay Value, Management, Simulation, Physics",2999,29.99,$20-29.99,8,12588,"500,000 - 1,000,000",750000,-0.0239,70.31,70.11,high,0,0,unverified,,0
765,506610,Five Nights at Freddy's: Sister Location,2016-10-07,"Action, Indie, Simulation","Difficult, Memes, Survival, Gore, Funny, Survival Horror, First-Person, Simulation",799,7.99,$5-9.99,8,11414,"500,000 - 1,000,000",750000,-0.0584,70.31,69.93,high,0,0,unverified,,0
773,1239080,Door Kickers 2: Task Force North,2020-11-03,"Action, Early Access, Indie, Simulation, Strategy","Co-op, Multiplayer, Moddable, Gore, War, Tactical, Level Editor, Violent",2499,24.99,$20-29.99,9,8093,"200,000 - 500,000",350000,-0.0807,70.16,69.73,high,0,0,unverified,,0
775,780310,The Riftbreaker,2021-10-14,"Action, Adventure, Indie, RPG, Simulation, Strategy","Sandbox, Building, Survival, Base Building, Crafting, Simulation, Hack and Slash, Atmospheric",2999,29.99,$20-29.99,8,17060,"1,000,000 - 2,000,000",1500000,0.2516,70.16,71.48,high,0,0,unverified,,0
777,719890,Beasts of Bermuda,2018-12-21,"Adventure, Early Access, Indie, Massively Multiplayer, Simulation","Multiplayer, Sandbox, Open World, Massively Multiplayer, Survival, Simulation, Horror, Realistic",1999,19.99,$15-19.99,6,8074,"500,000 - 1,000,000",750000,-0.7484,70.12,66.2,high,0,0,unverified,,0
782,251060,Wargame: Red Dragon,2014-04-17,"Indie, Simulation, Strategy","Co-op, Multiplayer, Difficult, War, Simulation, Tactical, Military, Strategy",2999,29.99,$20-29.99,8,18753,"1,000,000 - 2,000,000",1500000,0.2849,70.09,71.62,high,0,0,unverified,,0
792,1113120,IXION,2022-12-07,"Indie, Simulation, Strategy","Difficult, Building, Survival, Base Building, Colony Sim, Management, City Builder, Simulation",3499,34.99,$30-39.99,6,14718,"500,000 - 1,000,000",750000,-0.5369,69.97,67.24,high,0,0,unverified,,0
797,585420,Trailmakers,2019-09-18,"Action, Adventure, Indie, Racing, Simulation","Co-op, Multiplayer, Moddable, Sandbox, Open World, Building, Simulation, Physics",2499,24.99,$20-29.99,8,23890,"500,000 - 1,000,000",750000,0.2018,69.84,71.06,high,0,0,unverified,,0
799,397950,Clustertruck,2016-09-27,"Action, Indie","Great Soundtrack, Multiplayer, Difficult, Funny, First-Person, Fast-Paced, Level Editor, Physics",1499,14.99,$10-14.99,8,16151,"1,000,000 - 2,000,000",1500000,0.2323,69.83,71.21,high,0,0,unverified,,0
811,453090,Parkitect,2018-11-29,"Casual, Indie, Simulation, Strategy","Co-op, Multiplayer, Moddable, Sandbox, Building, Management, City Builder, Simulation",2999,29.99,$20-29.99,8,7253,"100,000 - 200,000",150000,-0.6091,69.72,66.73,high,0,0,unverified,,0
823,341800,Keep Talking and Nobody Explodes,2015-10-08,Indie,"Co-op, Multiplayer, Moddable, Difficult, Local Co-Op, Team-Based, Funny, Local Multiplayer",1499,14.99,$10-14.99,9,14055,"1,000,000 - 2,000,000",1500000,0.4673,69.6,72.33,high,0,0,unverified,,0
832,732690,FIVE NIGHTS AT FREDDY'S: HELP WANTED,2019-05-28,"Action, Casual","Difficult, Survival, Funny, Survival Horror, First-Person, Horror, Atmospheric, Psychological Horror",2999,29.99,$20-29.99,9,12167,"500,000 - 1,000,000",750000,0.2481,69.47,71.12,high,0,0,unverified,,0
835,249050,Dungeon of the ENDLESS™,2014-10-27,"Adventure, Indie, RPG, Strategy","Co-op, Great Soundtrack, Difficult, Survival, Replay Value, Roguelite, Dungeon Crawler, Resource Management",1199,11.99,$10-14.99,8,13536,"1,000,000 - 2,000,000",1500000,0.1701,69.44,70.69,high,0,0,unverified,,0
843,1053680,Granny Simulator,2019-04-17,"Casual, Early Access, Indie, Simulation","Co-op, Online Co-Op, Multiplayer, Memes, Gore, Funny, Blood, Local Multiplayer",499,4.99,$0.01-4.99,8,5352,"200,000 - 500,000",350000,-0.5104,69.36,67.07,high,0,0,unverified,,0
862,365360,Battle Brothers,2017-03-24,"Indie, RPG, Strategy","Moddable, Sandbox, Open World, Replay Value, War, Simulation, Tactical, Turn-Based",2999,29.99,$20-29.99,8,22855,"500,000 - 1,000,000",750000,0.1862,69.24,70.68,high,0,0,unverified,,0
864,756800,Contraband Police,2023-03-08,"Action, Adventure, Simulation","Open World, Survival, FPS, First-Person, Management, Simulation, Atmospheric, Physics",1679,16.79,$15-19.99,8,16988,"200,000 - 500,000",350000,-0.1035,69.22,69.14,high,0,0,unverified,,0
875,394690,Tower Unite,2016-04-08,"Action, Adventure, Casual, Early Access, Indie, Massively Multiplayer, Racing","Great Soundtrack, Multiplayer, Sandbox, Open World, Memes, Massively Multiplayer, Funny, FPS",1999,19.99,$15-19.99,8,19950,"500,000 - 1,000,000",750000,0.1383,69.14,70.37,high,0,0,unverified,,0
903,1225570,Unravel Two,2020-06-04,"Action, Adventure","Co-op, Online Co-Op, Multiplayer, Local Co-Op, Local Multiplayer, Atmospheric, Split Screen, Action",1999,19.99,$15-19.99,8,6691,"500,000 - 1,000,000",750000,-0.2465,68.87,68.22,high,0,0,unverified,,0
911,261180,Lethal League,2014-08-27,"Action, Indie, Sports","Great Soundtrack, Online Co-Op, Multiplayer, Local Co-Op, Funny, Competitive, Fast-Paced, Local Multiplayer",1399,13.99,$10-14.99,8,6064,"500,000 - 1,000,000",750000,-0.2812,68.8,68.0,high,0,0,unverified,,0
914,318600,The Flame in the Flood,2016-02-24,"Action, Adventure, Indie","Great Soundtrack, Open World, Difficult, Survival, Crafting, Atmospheric, Roguelite, Strategy",1499,14.99,$10-14.99,6,7085,"500,000 - 1,000,000",750000,-0.7945,68.77,65.28,high,0,0,unverified,,0
915,263760,Turbo Dismount™,2014-05-21,"Action, Indie, Simulation","Great Soundtrack, Moddable, Sandbox, Funny, First-Person, Simulation, Comedy, Physics",999,9.99,$5-9.99,8,5565,"500,000 - 1,000,000",750000,-0.3115,68.76,67.82,high,0,0,unverified,,0
