app_id,review_score,review_score_description,positive,negative,total,recommendations,steamspy_positive,steamspy_negative
18430,0,3 user reviews,2,1,3,,2,1
18470,6,Mostly Positive,125,43,168,124,125,43
18480,5,Mixed,81,58,139,,81,58
18500,9,Overwhelmingly Positive,4831,191,5022,4232,4830,191
18510,7,Positive,9,1,10,,3410,120
18600,5,Mixed,14,13,27,,14,13
18610,0,2 user reviews,1,1,2,,13,10
18700,5,Mixed,887,386,1273,309,887,386
18710,0,3 user reviews,3,0,3,,749,330
18800,6,Mostly Positive,9,3,12,,659,181
18820,6,Mostly Positive,690,187,877,321,690,187
19000,5,Mixed,1510,1643,3153,2114,1510,1642
19020,5,Mixed,24,25,49,,24,25
19200,5,Mixed,256,181,437,325,256,181
19210,0,1 user reviews,1,0,1,,229,190
19320,5,Mixed,7,9,16,,7,9
19500,4,Mostly Negative,17,61,78,,17,61
19510,0,1 user reviews,0,1,1,,17,50
19680,8,Very Positive,17615,1964,19579,17227,17605,1963
19800,8,Very Positive,823,115,938,894,822,114
19830,8,Very Positive,1711,150,1861,1707,1710,150
19900,6,Mostly Positive,12228,3670,15898,14651,12226,3671
19980,6,Mostly Positive,2530,694,3224,3037,2529,694
20200,4,Mostly Negative,7,12,19,,7,12
20500,8,Very Positive,6835,749,7584,6071,6835,749
20510,8,Very Positive,17345,2893,20238,15815,17369,2963
20530,8,Very Positive,2297,348,2645,2142,2296,348
20540,8,Very Positive,2084,161,2245,1514,2086,161
20550,5,Mixed,601,534,1135,905,601,532
20560,0,2 user reviews,0,2,2,,122,32
20570,8,Very Positive,2946,281,3227,1757,2948,282
20700,8,Very Positive,77,17,94,,76,17
20710,8,Very Positive,71,15,86,,71,15
20720,0,1 user reviews,1,0,1,,50,16
20730,0,1 user reviews,1,0,1,,60,11
20820,8,Very Positive,1189,81,1270,618,1189,81
20920,8,Very Positive,75312,8234,83546,75191,75770,8812
21000,8,Very Positive,9882,1185,11067,8616,9877,1186
21010,6,Mostly Positive,415,164,579,518,414,164
21020,0,5 user reviews,3,2,5,,235,121
21030,5,Mixed,170,78,248,224,169,78
21090,8,Very Positive,14392,960,15352,10581,14385,960
21100,6,Mostly Positive,8661,3448,12109,6297,8660,3447
21130,8,Very Positive,7538,1095,8633,5962,7540,1096
21300,7,Positive,26,5,31,,26,5
21310,0,1 user reviews,1,0,1,,19,8
21400,5,Mixed,11,10,21,,11,10
21410,0,2 user reviews,1,1,2,,11,5
21500,0,9 user reviews,6,3,9,,6,3
21510,0,2 user reviews,1,1,2,,5,3
21650,0,2 user reviews,2,0,2,,113,36
21660,5,Mixed,352,173,525,472,352,173
21670,6,Mostly Positive,1180,457,1637,1245,1180,456
21680,5,Mixed,641,430,1071,686,641,430
21690,8,Very Positive,39133,5961,45094,32068,39128,5960
21780,8,Very Positive,1093,119,1212,1152,1093,119
21800,8,Very Positive,738,176,914,867,738,176
21980,8,Very Positive,3713,571,4284,3716,3710,570
22000,8,Very Positive,5560,333,5893,4234,5562,333
22010,7,Positive,17,3,20,,3604,250
22100,8,Very Positive,5814,478,6292,5008,5815,478
22110,7,Positive,35,5,40,,3392,303
22120,8,Very Positive,2480,157,2637,2425,2480,157
22130,8,Very Positive,518,82,600,533,519,81
22140,5,Mixed,519,482,1001,936,519,482
22150,0,3 user reviews,3,0,3,,1236,252
22160,0,3 user reviews,1,2,3,,127,55
22170,0,1 user reviews,1,0,1,,231,50
22180,8,Very Positive,3238,351,3589,3225,3235,350
22200,8,Very Positive,2525,414,2939,1920,2525,414
22220,0,4 user reviews,3,1,4,,2023,372
22230,8,Very Positive,3391,299,3690,2992,3391,299
22300,8,Very Positive,16459,3933,20392,16642,16454,3935
22310,5,Mixed,965,485,1450,1044,965,485
22320,9,Overwhelmingly Positive,23706,1145,24851,19278,23698,1145
22330,9,Overwhelmingly Positive,44861,2120,46981,37856,44850,2119
22340,5,Mixed,2092,999,3091,2634,2092,998
22350,5,Mixed,4903,2928,7831,1954,4904,2929
22370,8,Very Positive,39350,9325,48675,38079,39343,9324
22380,9,Overwhelmingly Positive,209399,8459,217858,174633,209375,8458
22450,6,Mostly Positive,930,310,1240,984,930,311
22500,8,Very Positive,275,42,317,273,275,42
22600,8,Very Positive,4154,630,4784,3166,4156,630
22610,6,Mostly Positive,1292,437,1729,929,1291,436
22620,0,3 user reviews,3,0,3,,819,311
22650,5,Mixed,681,301,982,365,681,301
22660,0,2 user reviews,1,1,2,,485,230
22670,6,Mostly Positive,413,144,557,339,413,144
22680,0,4 user reviews,2,2,4,,246,92
22690,7,Positive,21,3,24,,2579,443
23150,5,Mixed,19,9,28,,19,9
23300,5,Mixed,126,82,208,,126,82
23310,8,Very Positive,3272,753,4025,2734,3272,752
23320,0,3 user reviews,3,0,3,,103,66
23380,5,Mixed,169,154,323,191,169,154
23400,8,Very Positive,365,67,432,303,365,67
23410,0,3 user reviews,2,1,3,,199,46
23420,5,Mixed,154,75,229,194,154,75
23450,6,Mostly Positive,573,188,761,570,573,188
23455,0,No user reviews,0,0,0,,0,0
23460,6,Mostly Positive,161,41,202,157,161,41
23470,0,5 user reviews,4,1,5,,367,142
23490,8,Very Positive,1619,201,1820,766,1621,201
23500,5,Mixed,155,169,324,296,155,169
23520,0,3 user reviews,2,1,3,,0,0
23530,8,Very Positive,949,132,1081,848,948,132
23600,6,Mostly Positive,115,32,147,103,115,32
23610,0,1 user reviews,1,0,1,,73,24
23700,5,Mixed,176,134,310,121,176,134
24010,6,Mostly Positive,19393,8067,27460,17974,19394,8066
24200,8,Very Positive,16590,3993,20583,216,16587,3995
24240,8,Very Positive,37358,2641,39999,20876,37359,2642
24400,5,Mixed,409,178,587,419,408,178
24410,5,Mixed,24,18,42,,24,18
24420,8,Very Positive,1290,178,1468,700,1290,178
24430,0,2 user reviews,1,1,2,,316,119
24460,5,Mixed,22,31,53,,22,31
24480,5,Mixed,274,219,493,310,274,219
24640,4,Mostly Negative,19,33,52,,19,33
24650,5,Mixed,28,21,49,,28,21
24660,5,Mixed,19,15,34,,19,15
24670,6,Mostly Positive,1392,503,1895,1521,1392,503
24710,7,Positive,18,2,20,,4755,909
24720,8,Very Positive,6083,761,6844,6369,6078,761
24780,8,Very Positive,7116,1592,8708,7491,7117,1592
24790,8,Very Positive,7081,764,7845,7324,7077,764
24800,8,Very Positive,4176,788,4964,3754,4177,788
24810,9,Overwhelmingly Positive,4315,226,4541,4214,4310,226
24870,6,Mostly Positive,2175,621,2796,2527,2175,621
24880,8,Very Positive,1271,126,1397,1322,1269,127
25000,8,Very Positive,6572,1615,8187,5390,6570,1615
25010,6,Mostly Positive,422,112,534,307,422,112
25500,5,Mixed,69,56,125,,69,56
25510,0,1 user reviews,0,1,1,,63,51
25600,8,Very Positive,310,49,359,140,310,49
25610,0,1 user reviews,1,0,1,,174,29
25620,8,Very Positive,108,22,130,,108,22
25700,8,Very Positive,245,44,289,205,245,44
25710,0,1 user reviews,0,1,1,,203,39
25800,8,Very Positive,1622,317,1939,1333,1623,317
25808,7,Positive,34,6,40,,34,6
25830,8,Very Positive,2112,171,2283,2059,2114,171
25850,6,Mostly Positive,127,42,169,120,127,42
25890,6,Mostly Positive,4478,1342,5820,4730,4477,1340
25900,8,Very Positive,2882,290,3172,2531,2880,290
25910,6,Mostly Positive,193,54,247,203,193,54
25930,5,Mixed,97,82,179,156,97,82
25980,5,Mixed,776,343,1119,1007,777,343
25990,8,Very Positive,510,36,546,463,510,36
26000,8,Very Positive,273,52,325,272,273,52
26010,0,1 user reviews,1,0,1,,164,38
26300,4,Mostly Negative,14,30,44,,14,30
26500,8,Very Positive,777,99,876,278,777,99
26510,0,2 user reviews,2,0,2,,665,87
26810,7,Positive,10,1,11,,6699,407
26900,8,Very Positive,941,150,1091,312,941,150
26910,0,2 user reviews,2,0,2,,689,109
27000,6,Mostly Positive,725,207,932,768,725,207
27020,5,Mixed,364,235,599,343,364,235
27030,5,Mixed,7,8,15,,316,200
27040,5,Mixed,15,12,27,,519,178
27050,5,Mixed,77,56,133,116,77,56
27200,5,Mixed,24,20,44,,24,20
27610,0,2 user reviews,2,0,2,,22,2
27800,6,Mostly Positive,61,21,82,,60,21
27810,8,Very Positive,65,12,77,,65,12
27900,4,Mostly Negative,106,180,286,192,106,180
27910,0,4 user reviews,0,4,4,,89,150
27930,0,6 user reviews,2,4,6,,0,0
27940,4,Mostly Negative,224,434,658,435,224,434
28000,5,Mixed,5664,3039,8703,5945,5664,3039
28020,8,Very Positive,61,4,65,,3068,2070
29120,5,Mixed,63,30,93,,63,30
29130,8,Very Positive,234,19,253,129,234,19
29140,5,Mixed,28,20,48,,27,15
29150,7,Positive,39,5,44,,30,3
29160,6,Mostly Positive,121,36,157,128,121,36
29170,0,1 user reviews,1,0,1,,97,29
29180,8,Very Positive,1163,184,1347,630,1163,184
29200,0,4 user reviews,3,1,4,,883,108
29600,0,8 user reviews,8,0,8,,7,0
29610,0,2 user reviews,2,0,2,,2,0
29620,7,Positive,18,3,21,,12,1
29630,0,2 user reviews,2,0,2,,2,0
29700,0,2 user reviews,2,0,2,,2,0
29800,6,Mostly Positive,3168,819,3987,3360,3168,820
29900,8,Very Positive,678,153,831,561,678,153
31100,8,Very Positive,251,34,285,192,251,34
31170,8,Very Positive,636,75,711,590,636,75
31180,8,Very Positive,128,13,141,107,128,13
31190,8,Very Positive,114,9,123,,114,9
31200,8,Very Positive,114,28,142,110,114,28
31210,8,Very Positive,145,17,162,126,145,17
31220,8,Very Positive,466,49,515,294,466,49
31230,8,Very Positive,81,13,94,,81,13
31240,8,Very Positive,76,8,84,,76,8
31250,8,Very Positive,63,7,70,,63,7
31260,8,Very Positive,92,9,101,,92,9
31270,8,Very Positive,2307,296,2603,1464,2307,296
31280,8,Very Positive,8373,959,9332,6096,8373,959
31290,8,Very Positive,2042,270,2312,1260,2041,270
31300,4,Mostly Negative,15,26,41,,15,26
31500,8,Very Positive,132,28,160,,104,23
31700,8,Very Positive,368,61,429,240,368,61
31710,0,5 user reviews,5,0,5,,322,51
31800,8,Very Positive,118,28,146,138,118,28
31810,8,Very Positive,322,10,332,310,322,10
31820,8,Very Positive,190,15,205,194,190,15
31830,8,Very Positive,318,42,360,335,318,42
31840,8,Very Positive,224,16,240,232,224,16
31850,8,Very Positive,212,14,226,212,212,14
31860,8,Very Positive,173,16,189,181,173,16
31870,6,Mostly Positive,52,22,74,,52,22
31880,8,Very Positive,189,19,208,195,189,19
31890,8,Very Positive,156,17,173,166,156,17
31900,6,Mostly Positive,104,44,148,137,104,44
31910,8,Very Positive,146,32,178,167,146,32
31920,8,Very Positive,156,18,174,167,156,18
31930,6,Mostly Positive,149,56,205,189,149,56
31940,0,4 user reviews,2,2,4,,23,3
31950,0,1 user reviews,0,1,1,,19,7
31960,0,3 user reviews,2,1,3,,22,6
31970,0,1 user reviews,1,0,1,,31,9
31990,0,4 user reviews,2,2,4,,0,0
32000,3,Negative,1,14,15,,1,14
32010,0,1 user reviews,0,1,1,,0,13
32110,6,Mostly Positive,87,31,118,,87,31
32117,0,1 user reviews,0,1,1,,46,15
32120,5,Mixed,48,34,82,,48,34
32127,0,1 user reviews,0,1,1,,25,20
32140,5,Mixed,116,53,169,,116,53
32150,8,Very Positive,413,7,420,393,412,7
32160,8,Very Positive,365,54,419,177,365,54
32162,0,1 user reviews,0,1,1,,244,44
32200,5,Mixed,87,51,138,,87,51
32210,0,4 user reviews,4,0,4,,82,44
32310,6,Mostly Positive,252,73,325,278,251,73
32330,8,Very Positive,3134,408,3542,2398,3133,408
32340,8,Very Positive,538,66,604,529,538,66
32350,5,Mixed,355,303,658,473,354,303
32360,9,Overwhelmingly Positive,5329,260,5589,4836,5326,260
32370,8,Very Positive,27939,2731,30670,25893,27948,2730
32380,6,Mostly Positive,1579,401,1980,1629,1579,401
32390,5,Mixed,627,324,951,831,628,324
32400,8,Very Positive,2579,311,2890,2252,2580,311
32410,5,Mixed,44,19,63,,44,19
32420,5,Mixed,460,439,899,706,460,438
32430,6,Mostly Positive,7768,2580,10348,7402,7769,2581
32440,9,Overwhelmingly Positive,22094,756,22850,18615,22091,756
32450,8,Very Positive,1353,271,1624,1003,1351,271
32470,9,Overwhelmingly Positive,36289,882,37171,31166,36287,882
32500,5,Mixed,4471,2586,7057,5168,4469,2584
32510,8,Very Positive,7591,427,8018,6257,7589,427
32610,5,Mixed,124,116,240,203,124,116
32620,8,Very Positive,552,55,607,567,552,55
32630,8,Very Positive,407,65,472,438,407,65
32640,8,Very Positive,315,24,339,311,315,24
32650,6,Mostly Positive,134,40,174,159,134,40
32660,6,Mostly Positive,137,35,172,145,137,35
32680,8,Very Positive,483,39,522,484,483,39
32710,6,Mostly Positive,59,18,77,,59,18
32720,8,Very Positive,107,21,128,120,107,21
32730,5,Mixed,120,56,176,160,120,56
32740,8,Very Positive,84,11,95,,84,11
32750,8,Very Positive,251,27,278,254,251,27
32760,8,Very Positive,194,23,217,199,194,23
32770,8,Very Positive,252,36,288,240,252,36
32900,6,Mostly Positive,268,87,355,277,268,87
33100,9,Overwhelmingly Positive,3800,192,3992,3220,3801,192
33110,5,Mixed,486,261,747,560,486,261
33120,8,Very Positive,2843,249,3092,2076,2843,248
33130,8,Very Positive,958,191,1149,737,958,191
33140,0,3 user reviews,2,1,3,,994,95
33150,0,1 user reviews,0,1,1,,165,85
33160,0,1 user reviews,1,0,1,,1102,96
33170,0,3 user reviews,3,0,3,,441,82
33180,6,Mostly Positive,616,174,790,455,617,174
33190,0,3 user reviews,3,0,3,,309,89
33220,6,Mostly Positive,3048,1210,4258,3847,3050,1210
33230,8,Very Positive,45424,5434,50858,47578,45412,5434
33290,0,5 user reviews,4,1,5,,1229,249
33320,5,Mixed,1595,705,2300,2161,1594,705
33390,7,Positive,32,7,39,,32,7
33400,0,2 user reviews,2,0,2,,27,7
33460,5,Mixed,1878,930,2808,2633,1878,930
33520,8,Very Positive,750,104,854,697,750,104
33540,5,Mixed,65,42,107,,39,23
33560,0,4 user reviews,3,1,4,,1363,180
33570,8,Very Positive,714,156,870,754,715,156
33580,6,Mostly Positive,119,43,162,136,119,43
33600,8,Very Positive,1179,117,1296,1012,1177,117
33610,5,Mixed,434,327,761,641,433,327
33620,8,Very Positive,504,95,599,491,504,95
33650,8,Very Positive,360,43,403,314,360,43
33660,5,Mixed,24,12,36,,24,12
33670,5,Mixed,258,236,494,330,258,236
33680,8,Very Positive,1175,112,1287,1052,1176,112
33730,6,Mostly Positive,161,67,228,119,161,67
33750,3,Negative,7,29,36,,7,29
33760,4,Mostly Negative,4,11,15,,4,11
33770,8,Very Positive,295,73,368,289,295,73
33790,5,Mixed,18,16,34,,18,16
33950,6,Mostly Positive,216,62,278,,216,62
33970,8,Very Positive,136,12,148,,18070,1522
33980,5,Mixed,105,68,173,126,105,68
33990,5,Mixed,97,106,203,188,97,106
34010,8,Very Positive,3901,914,4815,3193,3900,912
34030,8,Very Positive,22140,2105,24245,15425,22145,2105
34050,8,Very Positive,154,21,175,,136,15
34110,0,No user reviews,0,0,0,,0,0
34190,8,Very Positive,2516,397,2913,2127,2517,399
34200,0,7 user reviews,3,4,7,,0,0
34270,8,Very Positive,9321,1857,11178,7220,9325,1854
34272,7,Positive,16,0,16,,16,0
34273,7,Positive,10,0,10,,10,0
34274,7,Positive,10,1,11,,10,1
34275,0,8 user reviews,8,0,8,,8,0
34276,7,Positive,19,3,22,,19,3
34277,0,6 user reviews,6,0,6,,6,0
34278,7,Positive,15,2,17,,15,2
34279,0,7 user reviews,7,0,7,,7,0
34280,7,Positive,9,1,10,,9,1
34281,7,Positive,14,1,15,,14,1
34282,7,Positive,35,2,37,,35,2
34283,5,Mixed,5,5,10,,5,5
34284,0,9 user reviews,9,0,9,,9,0
34285,7,Positive,9,2,11,,9,2
34286,7,Positive,11,1,12,,11,1
34287,0,7 user reviews,6,1,7,,6,1
34288,0,7 user reviews,6,1,7,,6,1
34289,7,Positive,10,1,11,,10,1
34310,0,6 user reviews,5,1,6,,5,1
34311,0,6 user reviews,6,0,6,,6,0
34312,0,9 user reviews,9,0,9,,9,0
34313,7,Positive,9,1,10,,9,1
34314,0,5 user reviews,4,1,5,,4,1
34315,0,7 user reviews,7,0,7,,7,0
34316,0,9 user reviews,8,1,9,,8,1
34317,0,6 user reviews,5,1,6,,5,1
34318,0,8 user reviews,8,0,8,,8,0
34319,0,5 user reviews,5,0,5,,5,0
34330,8,Very Positive,56329,5163,61492,33621,22620,2332
34350,8,Very Positive,58,2,60,,22555,2249
34400,0,2 user reviews,1,1,2,,570,286
34410,8,Very Positive,430,74,504,376,430,73
34420,5,Mixed,95,76,171,108,95,76
34500,7,Positive,36,9,45,,36,9
34510,0,1 user reviews,1,0,1,,31,7
34600,6,Mostly Positive,450,170,620,399,452,170
34620,0,3 user reviews,0,3,3,,283,107
34630,7,Positive,27,2,29,,27,2
34640,7,Positive,35,5,40,,35,5
34660,0,2 user reviews,2,0,2,,0,0
34800,5,Mixed,104,50,154,,104,50
34810,8,Very Positive,162,36,198,166,162,36
34820,6,Mostly Positive,573,145,718,494,573,145
34870,6,Mostly Positive,13282,4322,17604,12827,13279,4322
34880,6,Mostly Positive,46,12,58,,7510,2976
34900,6,Mostly Positive,11757,3137,14894,7081,11758,3137
34910,5,Mixed,33,15,48,,0,0
34920,4,Mostly Negative,60,168,228,108,60,168
34930,0,4 user reviews,2,2,4,,49,157
35000,8,Very Positive,3898,464,4362,3289,3897,464
35030,8,Very Positive,122,30,152,144,0,0
35050,6,Mostly Positive,16,6,22,,19,3
35070,5,Mixed,86,80,166,144,86,80
35110,8,Very Positive,113,11,124,,35156,3396
35130,8,Very Positive,4063,378,4441,3262,4057,377
35140,9,Overwhelmingly Positive,64871,2511,67382,47446,64847,2512
35150,7,Positive,11,1,12,,2588,245
35300,8,Very Positive,177,34,211,144,177,34
35310,6,Mostly Positive,164,65,229,106,163,65
35320,8,Very Positive,503,101,604,204,503,101
35450,8,Very Positive,34287,2753,37040,23974,34384,2825
35460,6,Mostly Positive,805,286,1091,782,805,286
35480,6,Mostly Positive,791,237,1028,608,791,237
35490,0,7 user reviews,5,2,7,,633,217
35600,5,Mixed,48,46,94,,48,46
35700,9,Overwhelmingly Positive,14351,629,14980,12041,14349,629
35710,0,8 user reviews,8,0,8,,9804,421
35720,9,Overwhelmingly Positive,20461,971,21432,14799,20462,971
35800,8,Very Positive,168,27,195,,168,27
36000,5,Mixed,196,120,316,236,196,120
36130,0,8 user reviews,7,1,8,,7,1
36150,7,Positive,22,1,23,,22,1
36900,0,3 user reviews,0,3,3,,0,3
36910,4,Mostly Negative,3,10,13,,3,10
36920,0,2 user reviews,0,2,2,,3,8
36930,0,1 user reviews,0,1,1,,0,2
37000,8,Very Positive,875,203,1078,847,875,203
37210,6,Mostly Positive,181,71,252,237,181,71
37220,6,Mostly Positive,89,29,118,104,89,29
37230,5,Mixed,18,11,29,,18,11
37240,4,Mostly Negative,95,182,277,263,95,182
37260,8,Very Positive,96,4,100,,96,4
37270,7,Positive,26,1,27,,26,1
37280,8,Very Positive,54,13,67,,54,13
37290,7,Positive,13,2,15,,13,2
37300,5,Mixed,14,11,25,,14,11
37310,4,Mostly Negative,7,11,18,,7,11
37320,0,8 user reviews,4,4,8,,4,4
37330,0,4 user reviews,3,1,4,,3,1
37340,6,Mostly Positive,11,4,15,,11,4
37360,5,Mixed,8,5,13,,8,5
37370,0,8 user reviews,5,3,8,,5,3
37380,5,Mixed,7,6,13,,7,6
37390,7,Positive,48,1,49,,48,1
37400,8,Very Positive,551,133,684,449,551,133
37410,0,2 user reviews,2,0,2,,501,121
37500,7,Positive,33,8,41,,33,8
37510,0,1 user reviews,1,0,1,,32,9
37600,8,Very Positive,1013,94,1107,658,1013,94
37810,0,1 user reviews,1,0,1,,24,13
37960,7,Positive,43,6,49,,43,6
38000,8,Very Positive,49,3,52,,49,3
38070,7,Positive,15,1,16,,15,1
38080,8,Very Positive,51,5,56,,51,5
38090,7,Positive,25,0,25,,25,0
38100,7,Positive,17,2,19,,17,2
38110,6,Mostly Positive,21,8,29,,21,8
38120,8,Very Positive,138,5,143,130,137,5
38130,8,Very Positive,154,7,161,153,154,7
38140,7,Positive,32,4,36,,32,4
38150,8,Very Positive,50,5,55,,50,5
38160,7,Positive,11,0,11,,11,0
38170,8,Very Positive,46,7,53,,46,7
38180,7,Positive,10,2,12,,10,2
38190,5,Mixed,7,5,12,,7,5
38210,6,Mostly Positive,266,68,334,231,266,68
38230,5,Mixed,130,155,285,244,130,155
38400,8,Very Positive,19763,1233,20996,13567,19761,1232
38410,8,Very Positive,13863,839,14702,11681,13863,838
38420,6,Mostly Positive,1964,528,2492,2001,1963,527
38430,6,Mostly Positive,347,88,435,402,347,87
38440,8,Very Positive,584,49,633,598,584,49
38450,6,Mostly Positive,258,69,327,302,258,69
38460,6,Mostly Positive,161,42,203,186,161,42
38480,5,Mixed,74,82,156,139,39,45
38490,6,Mostly Positive,73,30,103,,73,30
38600,8,Very Positive,2281,228,2509,1341,2281,228
38700,8,Very Positive,1845,254,2099,1595,1845,254
38710,0,3 user reviews,3,0,3,,1688,236
38720,8,Very Positive,1132,127,1259,1085,1132,127
38730,0,2 user reviews,2,0,2,,1091,118
38740,8,Very Positive,1979,174,2153,1736,1979,174
38750,0,4 user reviews,4,0,4,,1761,149
38910,0,4 user reviews,2,2,4,,0,0
39000,8,Very Positive,11579,1215,12794,173,11579,1215
39100,0,1 user reviews,1,0,1,,132,116
39110,8,Very Positive,246,56,302,269,246,56
39120,6,Mostly Positive,8232,2871,11103,965,8233,2870
39140,8,Very Positive,24656,1883,26539,22933,24654,1883
39150,8,Very Positive,7842,1036,8878,7331,7843,1036
39190,8,Very Positive,3082,705,3787,3405,3080,705
39200,6,Mostly Positive,1925,629,2554,2308,1924,628
39210,8,Very Positive,67922,9213,77135,70684,67914,9217
39230,5,Mixed,17,10,27,,1133,786
39391,,,,,,,,
39500,8,Very Positive,8741,1969,10710,7892,8748,1968
39510,8,Very Positive,13474,866,14340,10139,13474,865
39520,6,Mostly Positive,382,139,521,479,382,138
39530,8,Very Positive,1712,206,1918,1574,1711,206
39540,8,Very Positive,2196,307,2503,2075,2196,307
39550,6,Mostly Positive,892,286,1178,908,892,285
39560,4,Mostly Negative,149,403,552,437,149,403
39590,0,1 user reviews,0,1,1,,91,193
39630,6,Mostly Positive,257,104,361,256,257,104
39640,6,Mostly Positive,192,63,255,190,192,63
39650,6,Mostly Positive,570,233,803,565,570,233
39660,6,Mostly Positive,178,69,247,203,178,69
39670,6,Mostly Positive,860,354,1214,960,860,354
39680,8,Very Positive,3168,663,3831,3223,3169,663
39690,5,Mixed,1623,1276,2899,2005,1624,1275
39800,8,Very Positive,2411,320,2731,2154,2410,320
39810,0,3 user reviews,3,0,3,,2142,283
39900,5,Mixed,14,18,32,,14,18
40100,8,Very Positive,10701,1407,12108,7743,10701,1407
40140,7,Positive,15,2,17,,5664,942
40200,6,Mostly Positive,10,3,13,,10,3
40210,7,Positive,13,2,15,,13,2
40300,8,Very Positive,8361,1061,9422,6768,8362,1061
40310,0,5 user reviews,5,0,5,,4063,605
40320,8,Very Positive,146,22,168,145,146,22
40330,8,Very Positive,374,60,434,317,374,60
40340,8,Very Positive,166,29,195,173,166,29
40350,8,Very Positive,437,40,477,392,437,40
40360,0,4 user reviews,4,0,4,,224,26
40380,8,Very Positive,996,242,1238,993,996,242
40390,6,Mostly Positive,4898,1245,6143,3050,4897,1245
40400,8,Very Positive,1296,272,1568,972,1296,272
40500,4,Mostly Negative,16,50,66,,16,50
40510,0,2 user reviews,0,2,2,,14,42
