app_id,category_count,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,category_10,category_11,category_12,category_13,category_14,category_15,category_16,category_17,category_18,category_19,category_20,category_21,category_22,category_23
7520,14,Co-op,Cross-Platform Multiplayer,Family Sharing,Full controller support,In-App Purchases,Multi-player,Online Co-op,Online PvP,PvP,Remote Play on TV,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,,,,,,,,,
7530,4,Family Sharing,Single-player,Steam Cloud,Steam Trading Cards,,,,,,,,,,,,,,,,,,,
7600,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
7610,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
7620,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
7650,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
7660,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
7670,3,Compartilhamento em família,Compat. parcial com controle,Um jogador,,,,,,,,,,,,,,,,,,,,
7710,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
7730,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
7760,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
7770,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
7800,11,Co-op,Family Sharing,Multi-player,Partial Controller Support,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,,,,,,,,,,,,
7830,5,Family Sharing,Includes level editor,Multi-player,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,
7840,3,Family Sharing,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
7860,4,Family Sharing,Multi-player,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
7890,3,Game demo,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
7940,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
8000,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
8030,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
8080,6,Family Sharing,Multi-player,Partial Controller Support,Remote Play Together,Shared/Split Screen,Single-player,,,,,,,,,,,,,,,,,
8090,4,Co-op,Game demo,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,
8100,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
8140,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
8150,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
8170,3,Multi-player,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
8180,3,Game demo,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
8190,6,Family Sharing,Full controller support,Remote Play on TV,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,
8310,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
8320,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
8330,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
8400,4,Family Sharing,Full controller support,Remote Play on TV,Single-player,,,,,,,,,,,,,,,,,,,
8500,7,Co-op,MMO,Multi-player,Online Co-op,Online PvP,PvP,Steam Trading Cards,,,,,,,,,,,,,,,,
8600,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
8700,3,Game demo,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
8720,3,Game demo,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
8760,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
8780,2,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,,
8790,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
8800,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
8820,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
8850,6,Family Sharing,Full controller support,Multi-player,Remote Play on TV,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,
8870,8,Cartes à échanger Steam,Compat. contrôleurs complète,Partage familial,Remote Play sur tablette,Remote Play sur télévision,Solo,Steam Cloud,Succès Steam,,,,,,,,,,,,,,,
8880,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
8890,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
8900,3,Game demo,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
8910,3,Game demo,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
8930,7,Family Sharing,Multi-player,Remote Play on Tablet,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,,,,,,,,,,,,,,,,
8970,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
8980,7,Co-op,Family Sharing,Multi-player,Partial Controller Support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,
9010,4,Family Sharing,Multi-player,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
9050,4,Family Sharing,Multi-player,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
9060,6,Co-op,Family Sharing,LAN Co-op,Multi-player,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,
9120,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
9180,3,Family Sharing,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
9200,6,Co-op,Family Sharing,Multi-player,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,
9300,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
9310,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
9320,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
9330,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
9340,4,Family Sharing,Multi-player,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
9350,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
9420,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
9440,3,Game demo,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
9450,4,Family Sharing,Multi-player,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
9460,5,Co-op,Family Sharing,Multi-player,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,
9480,4,Family Sharing,Partial Controller Support,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
9500,9,Family Sharing,Multi-player,Partial Controller Support,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,Steam Achievements,,,,,,,,,,,,,,
9510,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
9710,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
9730,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
9760,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
9800,3,Family Sharing,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
9850,4,Co-op,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,
9880,4,Co-op,MMO,Multi-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
9900,5,Co-op,Full controller support,In-App Purchases,MMO,Multi-player,,,,,,,,,,,,,,,,,,
9940,6,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,,,,,,,,,,,,,,,,,
9950,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
9960,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
9970,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
9980,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
10090,4,Co-op,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,
10100,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
10110,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
10120,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
10130,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
10140,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
10150,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
10180,7,Co-op,Family Sharing,Multi-player,Single-player,Steam Achievements,Steam Cloud,Valve Anti-Cheat enabled,,,,,,,,,,,,,,,,
10220,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
10230,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
10240,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
10250,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
10260,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
10270,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
10460,4,Family Sharing,Multi-player,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,
10500,12,Co-op,Family Sharing,LAN Co-op,LAN PvP,Multi-player,Online Co-op,Online PvP,PvP,Single-player,Stats,Steam Achievements,Steam Trading Cards,,,,,,,,,,,
10520,4,Family Sharing,Multi-player,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,
10620,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
10680,8,Co-op,Family Sharing,Multi-player,Single-player,Stats,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,
11000,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
11020,3,Includes level editor,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
11040,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
11050,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
11080,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
11090,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
11130,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
11140,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
11150,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
11180,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
11190,3,Family Sharing,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
11200,7,Family Sharing,Includes level editor,Multi-player,Remote Play Together,Shared/Split Screen,Single-player,Steam Trading Cards,,,,,,,,,,,,,,,,
11220,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
11230,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
11240,5,Co-op,Family Sharing,Multi-player,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,
11250,4,Family Sharing,Multi-player,Single-player,Steam Trading Cards,,,,,,,,,,,,,,,,,,,
11260,4,Family Sharing,Multi-player,Single-player,Steam Trading Cards,,,,,,,,,,,,,,,,,,,
11270,3,Game demo,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
11280,6,Family Sharing,Multi-player,Online PvP,PvP,Single-player,Steam Trading Cards,,,,,,,,,,,,,,,,,
11340,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
11370,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
11390,3,Family Sharing,Remote Play Together,Single-player,,,,,,,,,,,,,,,,,,,,
11450,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
11470,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
11480,4,Co-op,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,
11550,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
11560,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
11590,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
11910,3,Game demo,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
11920,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12130,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12140,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12150,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12180,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12200,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
12210,5,Multi-player,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet,Single-player,,,,,,,,,,,,,,,,,,
12220,2,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,,
12310,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12320,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12330,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12340,3,Family Sharing,Single-player,Steam Trading Cards,,,,,,,,,,,,,,,,,,,,
12360,7,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,Steam Workshop,,,,,,,,,,,,,,,,
12390,4,Family Sharing,Multi-player,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,
12420,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
12430,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12440,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12450,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12460,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
12470,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12480,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12500,4,Family Sharing,Multi-player,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
12510,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12520,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12530,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12540,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12560,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12570,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12580,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12590,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
12600,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12640,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12670,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12690,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12710,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
12770,4,Family Sharing,Full controller support,Remote Play on TV,Single-player,,,,,,,,,,,,,,,,,,,
12790,4,Co-op,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,
12810,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
12820,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
12830,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
12890,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
12900,5,Co-op,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,
12910,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
13000,4,Family Sharing,Multi-player,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
13010,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
13140,4,Multi-player,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
13500,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
13520,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
13530,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
13540,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
13560,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
13570,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
13580,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
13600,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
13620,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
13630,1,Family Sharing,,,,,,,,,,,,,,,,,,,,,,
15000,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
15080,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
15100,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
15120,4,Co-op,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,
15130,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
15160,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
15170,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
15190,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
15200,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
15210,4,Co-op,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,
15240,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
15270,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
15300,4,Co-op,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,
15320,5,Family Sharing,Includes level editor,Multi-player,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,
15370,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
15380,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
15390,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
15400,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
15500,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
15510,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
15520,4,Family Sharing,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,,
15560,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,
15620,6,Co-op,Family Sharing,Multi-player,Single-player,Steam Cloud,Steam Trading Cards,,,,,,,,,,,,,,,,,
15680,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
15700,3,Family Sharing,Single-player,Steam Trading Cards,,,,,,,,,,,,,,,,,,,,
15710,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
15720,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
15730,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
15740,5,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,Steam Trading Cards,,,,,,,,,,,,,,,,,,
15750,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
15800,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
15810,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
15900,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
15902,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
15910,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
15912,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
15920,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
15922,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
15930,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
15932,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
15952,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
15960,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
15962,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
15970,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
15972,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
16000,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
16002,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
16020,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
16022,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
16030,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
16032,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
16040,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
16042,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
16060,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
16062,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
16100,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
16110,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
16120,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
16130,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
16140,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
16150,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
16160,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
16170,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
16180,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
16190,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
16200,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
16210,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
16300,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
16450,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
16470,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
16500,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
16510,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
16600,4,Family Sharing,Multi-player,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
16610,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
16620,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
16630,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
16710,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
16720,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
16730,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
16810,3,Family Sharing,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,
16900,8,Co-op,Family Sharing,Multi-player,Online Co-op,Online PvP,Partial Controller Support,PvP,Single-player,,,,,,,,,,,,,,,
17020,2,MMO,Multi-player,,,,,,,,,,,,,,,,,,,,,
17080,2,Co-op,Multi-player,,,,,,,,,,,,,,,,,,,,,
17100,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
17110,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
17120,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
17140,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
17180,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
17330,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
17390,3,Family Sharing,Single-player,Steam Trading Cards,,,,,,,,,,,,,,,,,,,,
17410,5,Family Sharing,Full controller support,Remote Play on TV,Single-player,Steam Trading Cards,,,,,,,,,,,,,,,,,,
17440,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
17460,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
17470,7,Family Sharing,Full controller support,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Single-player,Steam Trading Cards,,,,,,,,,,,,,,,,
17480,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
17500,13,Co-op,Includes level editor,Includes Source SDK,Mods,Mods (require HL2),Multi-player,Online Co-op,Online PvP,PvP,Steam Achievements,Steam Cloud,Steam Workshop,Valve Anti-Cheat enabled,,,,,,,,,,
17570,12,Cross-Platform Multiplayer,Includes level editor,Includes Source SDK,Mods,Multi-player,Online PvP,PvP,Stats,Steam Achievements,Steam Cloud,Steam Workshop,Valve Anti-Cheat enabled,,,,,,,,,,,
17580,7,Mods (require HL2),Multi-player,Online PvP,PvP,Stats,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,
17710,14,Cross-Platform Multiplayer,Family Sharing,Includes level editor,LAN PvP,Multi-player,Online PvP,Partial Controller Support,PvP,Stats,Steam Achievements,Steam Cloud,Steam Trading Cards,Steam Workshop,Valve Anti-Cheat enabled,,,,,,,,,
17740,9,Cross-Platform Multiplayer,Includes level editor,Includes Source SDK,LAN PvP,Multi-player,Online PvP,PvP,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,
18000,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
18010,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
18020,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
18030,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
18040,9,Family Sharing,Multi-player,Partial Controller Support,Remote Play Together,Shared/Split Screen,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,
18050,9,Family Sharing,Multi-player,Partial Controller Support,Remote Play Together,Shared/Split Screen,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,
18070,9,Family Sharing,Multi-player,Partial Controller Support,Remote Play Together,Shared/Split Screen,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,
18100,1,Family Sharing,,,,,,,,,,,,,,,,,,,,,,
18110,4,Family Sharing,Multi-player,Single-player,Valve Anti-Cheat enabled,,,,,,,,,,,,,,,,,,,
18120,5,Family Sharing,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,,
18300,5,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,Steam Trading Cards,,,,,,,,,,,,,,,,,,
18400,3,Family Sharing,Single-player,Steam Trading Cards,,,,,,,,,,,,,,,,,,,,
